            5 0.175246E-03 0.231789E-02 0.413356E-02 0.141212E-02 0.191449E-01 0.772032E-01 0.137931E+00 0.118102E+00
           10 0.162138E-03 0.227144E-02 0.409629E-02 0.137417E-02 0.160940E-01 0.101190E+00 0.179439E+00 0.698116E-01
           15 0.178362E-03 0.232022E-02 0.419124E-02 0.136663E-02 0.302317E-01 0.199190E+00 0.360446E+00 0.709400E-01
           20 0.187000E-03 0.233430E-02 0.421549E-02 0.138954E-02 0.349120E-01 0.207799E+00 0.379073E+00 0.138760E+00
           25 0.198461E-03 0.235665E-02 0.426313E-02 0.140800E-02 0.288560E-01 0.141408E+00 0.258845E+00 0.139889E+00
           30 0.213295E-03 0.237266E-02 0.430504E-02 0.141776E-02 0.244908E-01 0.157780E+00 0.282157E+00 0.101674E+00
           35 0.232109E-03 0.240109E-02 0.437196E-02 0.141114E-02 0.252417E-01 0.145287E+00 0.267231E+00 0.973194E-01
           40 0.251475E-03 0.242771E-02 0.443496E-02 0.140783E-02 0.231938E-01 0.148833E+00 0.266239E+00 0.905361E-01
           45 0.268545E-03 0.243180E-02 0.445642E-02 0.140871E-02 0.231110E-01 0.144734E+00 0.259740E+00 0.845243E-01
           50 0.285171E-03 0.243640E-02 0.448001E-02 0.141054E-02 0.231021E-01 0.141476E+00 0.254187E+00 0.811704E-01
           55 0.304785E-03 0.244675E-02 0.451687E-02 0.139695E-02 0.225771E-01 0.138648E+00 0.250714E+00 0.800125E-01
           60 0.327559E-03 0.245608E-02 0.455058E-02 0.137503E-02 0.216087E-01 0.136259E+00 0.243234E+00 0.767924E-01
           65 0.351328E-03 0.246504E-02 0.458479E-02 0.137310E-02 0.217183E-01 0.135564E+00 0.243917E+00 0.781444E-01
           70 0.375083E-03 0.247381E-02 0.462567E-02 0.136652E-02 0.215900E-01 0.130630E+00 0.237170E+00 0.777226E-01
           75 0.398381E-03 0.247712E-02 0.467472E-02 0.135609E-02 0.207183E-01 0.125282E+00 0.224799E+00 0.735748E-01
           80 0.421902E-03 0.248504E-02 0.473346E-02 0.134556E-02 0.207229E-01 0.121945E+00 0.220928E+00 0.728330E-01
           85 0.444225E-03 0.250366E-02 0.479646E-02 0.133335E-02 0.199792E-01 0.117460E+00 0.212944E+00 0.706341E-01
           90 0.466292E-03 0.252414E-02 0.487759E-02 0.132105E-02 0.193892E-01 0.115486E+00 0.207567E+00 0.722638E-01
           95 0.486691E-03 0.255299E-02 0.497706E-02 0.130365E-02 0.187295E-01 0.111931E+00 0.203191E+00 0.702786E-01
          100 0.505654E-03 0.259644E-02 0.507983E-02 0.128336E-02 0.179057E-01 0.108256E+00 0.194741E+00 0.698557E-01
          105 0.521840E-03 0.264551E-02 0.518764E-02 0.125815E-02 0.178877E-01 0.104881E+00 0.190526E+00 0.678180E-01
          110 0.535683E-03 0.269220E-02 0.528492E-02 0.123252E-02 0.170003E-01 0.100044E+00 0.179894E+00 0.662947E-01
          115 0.548149E-03 0.273692E-02 0.535822E-02 0.120404E-02 0.168389E-01 0.976351E-01 0.175928E+00 0.646595E-01
