            5 0.159595E-03 0.222959E-03 0.647670E-03 0.120947E-02 0.371273E-02 0.481376E-02 0.510034E-02 0.538290E-02
           10 0.123099E-03 0.172625E-03 0.598914E-03 0.128795E-02 0.316716E-02 0.410317E-02 0.497312E-02 0.552100E-02
           15 0.212490E-03 0.287915E-03 0.640993E-03 0.126718E-02 0.403469E-02 0.517494E-02 0.418091E-02 0.471652E-02
           20 0.282763E-03 0.377941E-03 0.695199E-03 0.119349E-02 0.469536E-02 0.603855E-02 0.599257E-02 0.492951E-02
           25 0.274352E-03 0.365423E-03 0.674538E-03 0.116354E-02 0.459233E-02 0.590861E-02 0.686087E-02 0.590016E-02
           30 0.280093E-03 0.371003E-03 0.657869E-03 0.117454E-02 0.391048E-02 0.502697E-02 0.666654E-02 0.600931E-02
           35 0.303247E-03 0.399488E-03 0.658326E-03 0.115415E-02 0.299563E-02 0.389163E-02 0.567627E-02 0.537058E-02
           40 0.329223E-03 0.431854E-03 0.673146E-03 0.108337E-02 0.229261E-02 0.297779E-02 0.437685E-02 0.433492E-02
           45 0.381813E-03 0.500538E-03 0.709395E-03 0.989884E-03 0.247847E-02 0.331439E-02 0.350810E-02 0.380416E-02
           50 0.414537E-03 0.543032E-03 0.727808E-03 0.952004E-03 0.256397E-02 0.342299E-02 0.356844E-02 0.422543E-02
           55 0.414857E-03 0.542428E-03 0.719876E-03 0.942002E-03 0.243227E-02 0.324551E-02 0.366126E-02 0.432154E-02
           60 0.443706E-03 0.579847E-03 0.724496E-03 0.904943E-03 0.286991E-02 0.363551E-02 0.346553E-02 0.412698E-02
           65 0.473736E-03 0.618662E-03 0.742742E-03 0.840054E-03 0.335408E-02 0.424792E-02 0.417463E-02 0.388557E-02
           70 0.502271E-03 0.655963E-03 0.763432E-03 0.778100E-03 0.358607E-02 0.462889E-02 0.483802E-02 0.454908E-02
           75 0.530564E-03 0.693418E-03 0.784218E-03 0.740227E-03 0.351969E-02 0.466937E-02 0.514121E-02 0.495157E-02
           80 0.563239E-03 0.736787E-03 0.806315E-03 0.714209E-03 0.329612E-02 0.441390E-02 0.502826E-02 0.499599E-02
           85 0.602608E-03 0.788592E-03 0.830863E-03 0.680890E-03 0.298852E-02 0.401348E-02 0.460472E-02 0.473048E-02
           90 0.641297E-03 0.839075E-03 0.857602E-03 0.635238E-03 0.271147E-02 0.365004E-02 0.406812E-02 0.431103E-02
           95 0.674555E-03 0.882472E-03 0.882035E-03 0.585863E-03 0.256857E-02 0.346396E-02 0.362037E-02 0.392807E-02
          100 0.699145E-03 0.914925E-03 0.901323E-03 0.554822E-03 0.259670E-02 0.350704E-02 0.339698E-02 0.392204E-02
          105 0.713545E-03 0.934089E-03 0.913052E-03 0.525691E-03 0.276272E-02 0.373669E-02 0.343095E-02 0.390047E-02
          110 0.717832E-03 0.939144E-03 0.916143E-03 0.491869E-03 0.298733E-02 0.404728E-02 0.365778E-02 0.399478E-02
          115 0.712015E-03 0.931100E-03 0.910267E-03 0.475301E-03 0.318254E-02 0.432025E-02 0.395400E-02 0.430825E-02
          120 0.697611E-03 0.912321E-03 0.896580E-03 0.484956E-03 0.328613E-02 0.447070E-02 0.419199E-02 0.458341E-02
          125 0.676627E-03 0.885284E-03 0.876669E-03 0.504727E-03 0.328099E-02 0.447403E-02 0.428741E-02 0.473253E-02
          130 0.651032E-03 0.851290E-03 0.852778E-03 0.528512E-03 0.319427E-02 0.436578E-02 0.422263E-02 0.472985E-02
          135 0.621836E-03 0.812453E-03 0.826367E-03 0.551545E-03 0.307974E-02 0.421835E-02 0.404082E-02 0.461181E-02
          140 0.590141E-03 0.770479E-03 0.797972E-03 0.573246E-03 0.299203E-02 0.410632E-02 0.381921E-02 0.445327E-02
          145 0.556725E-03 0.726127E-03 0.768211E-03 0.596020E-03 0.296425E-02 0.407553E-02 0.363545E-02 0.433169E-02
          150 0.522307E-03 0.679995E-03 0.737932E-03 0.620723E-03 0.299664E-02 0.412711E-02 0.354001E-02 0.429502E-02
          155 0.487020E-03 0.632804E-03 0.708029E-03 0.645523E-03 0.305990E-02 0.422140E-02 0.354278E-02 0.434573E-02
          160 0.451091E-03 0.584827E-03 0.679210E-03 0.669319E-03 0.310926E-02 0.429690E-02 0.361597E-02 0.444466E-02
          165 0.414795E-03 0.536445E-03 0.651088E-03 0.692512E-03 0.310301E-02 0.429566E-02 0.370964E-02 0.453098E-02
          170 0.378706E-03 0.488213E-03 0.623868E-03 0.715434E-03 0.301768E-02 0.418434E-02 0.377255E-02 0.454718E-02
          175 0.343974E-03 0.441331E-03 0.597968E-03 0.737391E-03 0.285480E-02 0.396408E-02 0.377009E-02 0.446086E-02
          180 0.310714E-03 0.396835E-03 0.573757E-03 0.757249E-03 0.263776E-02 0.366659E-02 0.369287E-02 0.427385E-02
          185 0.278205E-03 0.353465E-03 0.550898E-03 0.774191E-03 0.240131E-02 0.333991E-02 0.355523E-02 0.401832E-02
          190 0.246100E-03 0.311098E-03 0.528988E-03 0.787703E-03 0.221468E-02 0.303042E-02 0.338557E-02 0.374203E-02
          195 0.215779E-03 0.271195E-03 0.510748E-03 0.797206E-03 0.209070E-02 0.278455E-02 0.321433E-02 0.369590E-02
          200 0.189241E-03 0.236184E-03 0.497547E-03 0.804119E-03 0.210602E-02 0.280342E-02 0.306335E-02 0.371771E-02
          205 0.168696E-03 0.210071E-03 0.489834E-03 0.805053E-03 0.211942E-02 0.281962E-02 0.306244E-02 0.373134E-02
          210 0.159023E-03 0.199612E-03 0.488548E-03 0.800834E-03 0.213431E-02 0.283766E-02 0.305881E-02 0.374120E-02
          215 0.154269E-03 0.195093E-03 0.490274E-03 0.794608E-03 0.215280E-02 0.286037E-02 0.305510E-02 0.375217E-02
          220 0.159966E-03 0.205334E-03 0.496856E-03 0.786015E-03 0.217517E-02 0.288806E-02 0.305568E-02 0.376752E-02
          225 0.177249E-03 0.231180E-03 0.507516E-03 0.774087E-03 0.219980E-02 0.291860E-02 0.306178E-02 0.378779E-02
          230 0.198772E-03 0.262301E-03 0.522427E-03 0.758938E-03 0.222404E-02 0.294847E-02 0.307143E-02 0.381080E-02
          235 0.221986E-03 0.294735E-03 0.537990E-03 0.741121E-03 0.224541E-02 0.297437E-02 0.308111E-02 0.383318E-02
          240 0.246456E-03 0.328080E-03 0.553161E-03 0.720663E-03 0.226233E-02 0.299424E-02 0.308733E-02 0.385153E-02
          245 0.272422E-03 0.363397E-03 0.567902E-03 0.698090E-03 0.227464E-02 0.300792E-02 0.308794E-02 0.386399E-02
          250 0.298673E-03 0.398549E-03 0.581880E-03 0.673968E-03 0.228326E-02 0.301666E-02 0.308297E-02 0.387051E-02
          255 0.324654E-03 0.432769E-03 0.595112E-03 0.648588E-03 0.228978E-02 0.302259E-02 0.307403E-02 0.387245E-02
          260 0.349922E-03 0.465921E-03 0.607575E-03 0.622164E-03 0.229572E-02 0.302777E-02 0.306372E-02 0.387215E-02
          265 0.374262E-03 0.497766E-03 0.619579E-03 0.594808E-03 0.230207E-02 0.303352E-02 0.305429E-02 0.387169E-02
          270 0.397265E-03 0.528010E-03 0.630552E-03 0.566875E-03 0.230903E-02 0.304009E-02 0.304690E-02 0.387236E-02
          275 0.418654E-03 0.555840E-03 0.640145E-03 0.538610E-03 0.231621E-02 0.304702E-02 0.304169E-02 0.387432E-02
          280 0.437492E-03 0.580877E-03 0.648190E-03 0.510088E-03 0.232298E-02 0.305342E-02 0.303771E-02 0.387707E-02
          285 0.453806E-03 0.602006E-03 0.654176E-03 0.481653E-03 0.232879E-02 0.305859E-02 0.303374E-02 0.387957E-02
          290 0.466737E-03 0.619327E-03 0.658168E-03 0.453409E-03 0.233333E-02 0.306209E-02 0.302874E-02 0.388093E-02
          295 0.476031E-03 0.631816E-03 0.659724E-03 0.425739E-03 0.233677E-02 0.306417E-02 0.302239E-02 0.388082E-02
          300 0.481808E-03 0.639192E-03 0.658895E-03 0.399165E-03 0.233951E-02 0.306539E-02 0.301488E-02 0.387935E-02
          305 0.483738E-03 0.641549E-03 0.655748E-03 0.374852E-03 0.234205E-02 0.306640E-02 0.300686E-02 0.387708E-02
          310 0.481727E-03 0.638887E-03 0.650272E-03 0.354897E-03 0.234483E-02 0.306780E-02 0.299918E-02 0.387477E-02
          315 0.475866E-03 0.631168E-03 0.642285E-03 0.345967E-03 0.234798E-02 0.306973E-02 0.299244E-02 0.387291E-02
          320 0.466355E-03 0.618594E-03 0.631642E-03 0.351844E-03 0.235131E-02 0.307199E-02 0.298669E-02 0.387164E-02
          325 0.453449E-03 0.601509E-03 0.618845E-03 0.363107E-03 0.235450E-02 0.307410E-02 0.298174E-02 0.387083E-02
          330 0.437464E-03 0.580350E-03 0.603894E-03 0.377045E-03 0.235714E-02 0.307552E-02 0.297709E-02 0.386998E-02
          335 0.418807E-03 0.555751E-03 0.586941E-03 0.392648E-03 0.235886E-02 0.307580E-02 0.297226E-02 0.386858E-02
          340 0.398028E-03 0.528240E-03 0.568375E-03 0.409247E-03 0.235938E-02 0.307454E-02 0.296691E-02 0.386613E-02
          345 0.375417E-03 0.498225E-03 0.548413E-03 0.426410E-03 0.235864E-02 0.307167E-02 0.296091E-02 0.386227E-02
          350 0.351287E-03 0.466439E-03 0.527260E-03 0.443857E-03 0.235672E-02 0.306732E-02 0.295430E-02 0.385718E-02
          355 0.326319E-03 0.433585E-03 0.505208E-03 0.461257E-03 0.235373E-02 0.306162E-02 0.294722E-02 0.385091E-02
          360 0.300695E-03 0.399871E-03 0.482439E-03 0.478314E-03 0.234975E-02 0.305473E-02 0.293993E-02 0.384363E-02
          365 0.274922E-03 0.365992E-03 0.459051E-03 0.494566E-03 0.234492E-02 0.304681E-02 0.293251E-02 0.383568E-02
          370 0.249432E-03 0.332381E-03 0.435383E-03 0.509615E-03 0.233928E-02 0.303792E-02 0.292498E-02 0.382712E-02
          375 0.224551E-03 0.299445E-03 0.411677E-03 0.523132E-03 0.233289E-02 0.302816E-02 0.291730E-02 0.381801E-02
          380 0.201247E-03 0.267725E-03 0.388056E-03 0.534918E-03 0.232586E-02 0.301765E-02 0.290933E-02 0.380853E-02
          385 0.179806E-03 0.238099E-03 0.364920E-03 0.544802E-03 0.231830E-02 0.300659E-02 0.290103E-02 0.379870E-02
          390 0.161010E-03 0.211305E-03 0.342444E-03 0.552672E-03 0.231034E-02 0.299513E-02 0.289238E-02 0.378859E-02
          395 0.147097E-03 0.189645E-03 0.322163E-03 0.558209E-03 0.230227E-02 0.298363E-02 0.297910E-02 0.377851E-02
          400 0.140275E-03 0.177166E-03 0.304387E-03 0.561181E-03 0.229426E-02 0.297236E-02 0.306957E-02 0.376867E-02
          405 0.140502E-03 0.175366E-03 0.292388E-03 0.561683E-03 0.228654E-02 0.296158E-02 0.315138E-02 0.375918E-02
          410 0.145344E-03 0.180671E-03 0.287984E-03 0.559899E-03 0.227924E-02 0.295148E-02 0.322399E-02 0.375040E-02
          415 0.154957E-03 0.193029E-03 0.293689E-03 0.555689E-03 0.231036E-02 0.294217E-02 0.328701E-02 0.374232E-02
          420 0.170777E-03 0.213446E-03 0.305633E-03 0.549429E-03 0.236292E-02 0.293372E-02 0.334008E-02 0.373505E-02
          425 0.191115E-03 0.239495E-03 0.320441E-03 0.541488E-03 0.240621E-02 0.295180E-02 0.338335E-02 0.372871E-02
